switch,inport,outport,src[eth],src_mac_addr(arp),dst[eth],dst_mac_addr(arp),src[arp],dst[arp],opcode,packet_in_count,Protocol,Pkt loss,rtt (avg),total_time,label,pkt_size
1,6,4294967291,00:13:10:ab:8f:c5,00:da:0d:bc:5b:e0,ff:ff:ff:ff:ff:ff,00:99:3d:4a:c7:15,10.0.0.2,10.0.0.120,2,1854,2,1,33,160197,0,557
2,8,4294967291,00:b7:eb:3a:4c:22,00:84:a7:fa:97:e8,ff:ff:ff:ff:ff:ff,00:70:58:c6:4f:df,10.0.0.66,10.0.0.120,1,1524,2,7,50,287187,0,1220
10,6,4294967291,00:b6:01:d1:15:1f,00:da:4f:2f:2b:f0,ff:ff:ff:ff:ff:ff,00:42:00:3e:65:04,10.0.0.82,10.0.0.213,2,1665,2,6,24,221826,1,1363
7,8,4294967291,00:90:39:3f:98:48,00:dc:8d:0c:18:8d,ff:ff:ff:ff:ff:ff,00:be:94:b9:80:a3,10.0.0.65,10.0.0.120,2,1886,0,5,79,206120,0,1429
6,1,4294967291,00:f8:9b:81:12:98,00:05:8c:78:e3:71,ff:ff:ff:ff:ff:ff,00:a4:a8:91:18:ff,10.0.0.76,10.0.0.120,1,1655,0,0,96,193518,0,1170
3,7,4294967291,00:4e:26:44:f8:2a,00:78:19:9e:b5:f2,ff:ff:ff:ff:ff:ff,00:81:f8:f3:4c:73,10.0.0.198,10.0.0.120,1,1354,1,7,97,112738,0,1202
9,2,4294967291,00:16:29:c8:18:7d,00:02:b7:f4:8b:a3,ff:ff:ff:ff:ff:ff,00:08:97:6c:7a:db,10.0.0.89,10.0.0.120,2,1177,0,3,47,149088,0,1040
8,2,4294967291,00:54:0f:af:68:a4,00:d0:ad:74:85:2c,ff:ff:ff:ff:ff:ff,00:b9:5f:9d:2e:4b,10.0.0.21,10.0.0.13,1,1348,1,2,64,142163,1,1300
1,6,4294967291,00:e2:82:8b:63:4a,00:a5:2b:4f:7f:62,ff:ff:ff:ff:ff:ff,00:ee:9e:95:4b:c7,10.0.0.57,10.0.0.120,1,1151,2,4,13,227774,0,1072
7,1,4294967291,00:d6:eb:e8:ac:42,00:7b:de:ff:9f:57,ff:ff:ff:ff:ff:ff,00:9d:50:8d:ff:bb,10.0.0.246,10.0.0.120,1,1312,0,9,46,253989,0,1155
9,2,4294967291,00:b2:cb:32:20:c4,00:9b:d3:ad:ea:5e,ff:ff:ff:ff:ff:ff,00:eb:05:35:bc:bd,10.0.0.251,10.0.0.120,1,1228,2,10,31,270114,0,1008
5,2,4294967291,00:5e:f2:3f:37:98,00:63:3b:d3:5e:c5,ff:ff:ff:ff:ff:ff,00:a9:a1:65:90:ea,10.0.0.126,10.0.0.120,1,1288,1,9,2,153541,0,1208
2,6,4294967291,00:7e:e2:dc:33:28,00:68:ae:9a:55:d6,ff:ff:ff:ff:ff:ff,00:14:bb:78:23:66,10.0.0.136,10.0.0.105,2,1980,2,5,77,105014,1,664
9,3,4294967291,00:fe:06:e2:38:de,00:d3:cb:ad:09:86,ff:ff:ff:ff:ff:ff,00:16:64:d9:0b:4e,10.0.0.235,10.0.0.120,2,1885,2,3,73,257032,0,842
9,7,4294967291,00:0b:4d:6f:6f:75,00:db:03:a3:7c:62,ff:ff:ff:ff:ff:ff,00:f6:f9:5c:1f:82,10.0.0.39,10.0.0.120,1,1651,1,9,88,231742,0,1266
2,1,4294967291,00:b9:fc:5f:13:6d,00:8f:e2:60:3a:dd,ff:ff:ff:ff:ff:ff,00:30:46:de:1b:ae,10.0.0.193,10.0.0.120,1,1713,1,9,18,119541,0,806
5,9,4294967291,00:52:d8:57:3f:c6,00:c4:88:5d:c3:c8,ff:ff:ff:ff:ff:ff,00:2b:2b:df:04:73,10.0.0.188,10.0.0.120,2,1711,0,3,34,245088,0,517
7,6,4294967291,00:db:0f:ce:38:46,00:35:71:9e:42:e9,ff:ff:ff:ff:ff:ff,00:35:c1:b8:7a:fa,10.0.0.80,10.0.0.1,1,1190,2,10,5,105051,1,1413
2,10,4294967291,00:50:da:da:00:39,00:85:b2:1f:23:6d,ff:ff:ff:ff:ff:ff,00:43:dc:2b:30:34,10.0.0.35,10.0.0.120,1,1304,2,7,65,291467,0,524
10,9,4294967291,00:07:35:da:1e:01,00:53:a6:3c:0f:af,ff:ff:ff:ff:ff:ff,00:84:eb:f3:fe:dd,10.0.0.7,10.0.0.120,1,1811,1,8,62,232021,0,781
10,4,4294967291,00:c4:39:b7:cc:07,00:00:31:3a:2a:5d,ff:ff:ff:ff:ff:ff,00:66:30:49:a6:49,10.0.0.103,10.0.0.120,1,1650,1,4,32,138336,0,854
7,3,4294967291,00:55:00:83:1a:99,00:90:10:5e:25:a4,ff:ff:ff:ff:ff:ff,00:ea:bf:01:8c:a2,10.0.0.171,10.0.0.120,2,1487,0,5,55,137786,0,710
6,2,4294967291,00:d9:da:ae:9c:00,00:e8:2b:33:70:91,ff:ff:ff:ff:ff:ff,00:47:ae:69:9c:d2,10.0.0.112,10.0.0.182,2,1570,0,3,24,186450,1,893
5,9,4294967291,00:59:4f:be:23:03,00:7e:0e:80:19:7f,ff:ff:ff:ff:ff:ff,00:cb:ac:25:fd:48,10.0.0.64,10.0.0.120,1,1915,2,2,30,138304,0,609
4,7,4294967291,00:06:d4:47:53:61,00:73:85:29:99:d2,ff:ff:ff:ff:ff:ff,00:c7:aa:07:a2:59,10.0.0.4,10.0.0.120,2,1987,0,1,100,288455,0,606
9,5,4294967291,00:96:dc:3b:bf:7f,00:4d:3e:e0:b5:f4,ff:ff:ff:ff:ff:ff,00:f9:45:c8:55:6d,10.0.0.152,10.0.0.120,1,1666,0,2,8,200699,0,1463
7,1,4294967291,00:ef:96:6c:ce:24,00:d5:b3:f4:5a:e1,ff:ff:ff:ff:ff:ff,00:2c:4e:82:f0:06,10.0.0.105,10.0.0.120,1,1056,1,9,96,175667,0,551
9,1,4294967291,00:66:d4:ab:ca:11,00:1b:8f:d2:9f:4d,ff:ff:ff:ff:ff:ff,00:a9:e0:ab:87:5c,10.0.0.1,10.0.0.191,1,1118,1,8,40,169738,1,690
8,10,4294967291,00:0c:5e:ce:51:89,00:b1:88:47:d0:37,ff:ff:ff:ff:ff:ff,00:28:c0:14:3f:62,10.0.0.111,10.0.0.120,1,1938,1,5,74,162503,0,825
1,6,4294967291,00:ef:aa:04:91:2e,00:49:30:2e:50:7e,ff:ff:ff:ff:ff:ff,00:b4:89:ad:eb:86,10.0.0.166,10.0.0.120,1,1052,0,0,55,170819,0,1166
3,10,4294967291,00:32:60:54:5d:33,00:70:f6:b2:f4:4c,ff:ff:ff:ff:ff:ff,00:07:45:7b:e6:f7,10.0.0.100,10.0.0.120,1,1000,1,7,84,205890,0,1110
7,8,4294967291,00:54:b3:78:41:e7,00:8e:94:e0:65:7a,ff:ff:ff:ff:ff:ff,00:e0:da:ec:b3:d6,10.0.0.68,10.0.0.120,2,1377,1,10,57,284989,0,1491
3,3,4294967291,00:01:58:d4:4b:c8,00:40:29:32:01:ca,ff:ff:ff:ff:ff:ff,00:d0:a9:65:41:b0,10.0.0.252,10.0.0.140,2,1246,0,4,63,258984,1,761
2,6,4294967291,00:7b:ac:af:a1:06,00:87:67:30:e9:3e,ff:ff:ff:ff:ff:ff,00:98:2a:41:58:11,10.0.0.66,10.0.0.120,2,1873,2,0,32,100507,0,1107
6,2,4294967291,00:8c:75:a2:d0:6a,00:19:43:2c:6c:3a,ff:ff:ff:ff:ff:ff,00:e8:f0:6a:a1:a4,10.0.0.121,10.0.0.120,2,1882,1,9,23,208378,0,1210
2,5,4294967291,00:2a:03:2f:98:ba,00:1e:6c:45:ea:31,ff:ff:ff:ff:ff:ff,00:b4:d0:7f:5a:eb,10.0.0.177,10.0.0.120,1,1882,0,0,75,104582,0,1376
2,10,4294967291,00:39:47:3b:a0:72,00:a7:4d:e5:77:37,ff:ff:ff:ff:ff:ff,00:14:aa:fb:80:fd,10.0.0.72,10.0.0.120,2,1408,1,3,47,264217,0,918
3,9,4294967291,00:26:9b:cc:bb:a5,00:a1:7a:61:27:d2,ff:ff:ff:ff:ff:ff,00:66:0c:86:c1:54,10.0.0.61,10.0.0.18,2,1294,2,1,25,157345,1,906
9,8,4294967291,00:b6:22:f1:5c:05,00:2f:34:a0:2a:bf,ff:ff:ff:ff:ff:ff,00:ac:53:30:4c:e3,10.0.0.97,10.0.0.120,1,1280,0,7,37,211589,0,1231
8,10,4294967291,00:a6:4b:82:7d:51,00:08:8d:e7:ef:12,ff:ff:ff:ff:ff:ff,00:d6:ac:3c:07:4d,10.0.0.110,10.0.0.120,1,1948,0,5,56,294907,0,1138
9,6,4294967291,00:03:d2:dc:51:37,00:21:47:f7:c7:e9,ff:ff:ff:ff:ff:ff,00:30:ec:22:bd:fd,10.0.0.39,10.0.0.120,1,1368,1,4,95,247854,0,913
2,8,4294967291,00:95:ae:38:8d:17,00:12:20:4c:f2:54,ff:ff:ff:ff:ff:ff,00:53:48:d2:a5:99,10.0.0.90,10.0.0.120,1,1536,0,10,77,285553,0,1374
2,2,4294967291,00:91:1f:93:9e:c9,00:0c:99:24:a9:4b,ff:ff:ff:ff:ff:ff,00:6a:c7:c4:6c:26,10.0.0.179,10.0.0.234,1,1542,1,4,35,219070,1,1317
5,1,4294967291,00:bb:17:11:9c:e1,00:a6:5d:83:90:e5,ff:ff:ff:ff:ff:ff,00:b1:aa:de:0a:e9,10.0.0.63,10.0.0.120,2,1935,2,5,51,168093,0,974
1,6,4294967291,00:93:34:29:8b:2d,00:3c:65:88:e8:aa,ff:ff:ff:ff:ff:ff,00:e1:04:66:13:13,10.0.0.64,10.0.0.120,1,1287,2,9,57,267410,0,1227
9,7,4294967291,00:31:a0:5e:b6:08,00:a3:4a:b2:b4:52,ff:ff:ff:ff:ff:ff,00:c8:e6:42:73:6f,10.0.0.165,10.0.0.120,1,1398,2,2,50,245398,0,504
5,3,4294967291,00:f9:9f:ed:fc:a2,00:f7:a2:e5:ee:98,ff:ff:ff:ff:ff:ff,00:59:76:78:52:35,10.0.0.102,10.0.0.120,2,1742,2,9,25,259918,0,518
8,5,4294967291,00:18:9e:4a:a0:e4,00:32:30:74:02:15,ff:ff:ff:ff:ff:ff,00:32:e2:61:11:04,10.0.0.98,10.0.0.126,2,1989,1,2,95,271629,1,987
4,3,4294967291,00:36:13:6c:92:45,00:af:7f:df:55:db,ff:ff:ff:ff:ff:ff,00:21:a1:03:34:4a,10.0.0.237,10.0.0.120,1,1910,2,1,45,130738,0,1260
5,9,4294967291,00:99:54:78:d9:c7,00:68:4a:e6:f8:51,ff:ff:ff:ff:ff:ff,00:f8:42:4e:fc:9f,10.0.0.106,10.0.0.120,1,1057,1,9,99,213431,0,1426
7,10,4294967291,00:23:f2:6b:99:84,00:8f:03:24:75:4c,ff:ff:ff:ff:ff:ff,00:19:ed:ed:f0:58,10.0.0.89,10.0.0.120,1,1983,1,6,69,176012,0,1255
5,5,4294967291,00:e0:66:e1:9d:a3,00:2d:3e:42:9a:7b,ff:ff:ff:ff:ff:ff,00:71:39:a1:5f:ef,10.0.0.114,10.0.0.120,1,1676,2,10,39,214109,0,894
8,6,4294967291,00:fa:94:e3:eb:9d,00:a0:ff:69:22:9b,ff:ff:ff:ff:ff:ff,00:13:af:78:ce:f1,10.0.0.209,10.0.0.213,2,1151,2,2,42,265318,1,1087
9,10,4294967291,00:ac:7b:4a:a3:5b,00:d6:1b:7d:cc:75,ff:ff:ff:ff:ff:ff,00:8a:de:b0:ca:6f,10.0.0.189,10.0.0.120,2,1637,2,1,68,293308,0,1213
10,1,4294967291,00:40:a5:2c:07:79,00:69:df:2b:b2:fc,ff:ff:ff:ff:ff:ff,00:87:31:03:dd:e6,10.0.0.193,10.0.0.120,1,1247,0,3,69,182626,0,1338
8,2,4294967291,00:47:27:1b:83:0a,00:81:2b:af:b2:b0,ff:ff:ff:ff:ff:ff,00:a5:a1:b0:57:70,10.0.0.86,10.0.0.120,1,1423,1,7,49,184903,0,914
2,2,4294967291,00:90:1a:df:5f:18,00:b2:c1:83:df:5b,ff:ff:ff:ff:ff:ff,00:50:87:15:5a:96,10.0.0.110,10.0.0.120,2,1409,1,6,15,122211,0,1017
9,7,4294967291,00:d7:bb:3b:17:94,00:69:1c:f2:dd:ee,ff:ff:ff:ff:ff:ff,00:2f:30:04:43:3d,10.0.0.161,10.0.0.116,1,1135,2,5,32,147723,1,1386
9,1,4294967291,00:a9:3b:4a:11:35,00:26:f6:e5:f9:96,ff:ff:ff:ff:ff:ff,00:ed:c6:25:eb:56,10.0.0.243,10.0.0.120,1,1012,2,10,33,250856,0,742
3,8,4294967291,00:c9:a7:e6:b1:79,00:e1:6c:4e:99:87,ff:ff:ff:ff:ff:ff,00:49:19:0e:6d:16,10.0.0.190,10.0.0.120,1,1328,2,8,33,173696,0,763
10,2,4294967291,00:6f:af:c3:8d:66,00:b4:aa:f6:75:9d,ff:ff:ff:ff:ff:ff,00:67:9d:a7:af:99,10.0.0.77,10.0.0.120,2,1606,0,2,94,262841,0,556
3,4,4294967291,00:1f:ee:fb:a5:aa,00:32:ea:1f:0a:29,ff:ff:ff:ff:ff:ff,00:47:6f:24:54:91,10.0.0.207,10.0.0.120,1,1989,2,10,52,243333,0,1311
5,7,4294967291,00:fe:95:5a:3d:2e,00:9e:33:0f:b8:98,ff:ff:ff:ff:ff:ff,00:d2:89:21:17:07,10.0.0.244,10.0.0.151,2,1127,0,9,87,128113,1,1262
9,6,4294967291,00:54:05:79:e3:43,00:ab:04:dc:d4:ae,ff:ff:ff:ff:ff:ff,00:89:81:e9:57:11,10.0.0.44,10.0.0.120,2,1752,1,3,82,189774,0,654
1,10,4294967291,00:6d:2c:a7:ee:6b,00:69:78:92:e8:b4,ff:ff:ff:ff:ff:ff,00:27:e1:47:ca:4b,10.0.0.52,10.0.0.120,2,1219,0,8,70,282113,0,579
9,3,4294967291,00:52:fc:c5:9b:e8,00:ff:33:aa:80:84,ff:ff:ff:ff:ff:ff,00:ac:2e:e4:48:b2,10.0.0.71,10.0.0.120,2,1783,2,1,15,297188,0,858
7,3,4294967291,00:39:1c:e9:69:24,00:c2:e7:75:f3:a3,ff:ff:ff:ff:ff:ff,00:79:d6:e4:db:30,10.0.0.56,10.0.0.120,2,1018,2,1,18,256168,0,555
5,5,4294967291,00:1b:0f:5a:95:85,00:e9:4e:a5:f2:b7,ff:ff:ff:ff:ff:ff,00:e6:73:9d:fe:4f,10.0.0.212,10.0.0.156,1,1590,1,8,94,175303,1,568
10,10,4294967291,00:dc:ae:fb:65:03,00:ad:fb:49:d7:0b,ff:ff:ff:ff:ff:ff,00:70:f9:72:83:49,10.0.0.66,10.0.0.120,1,1528,0,6,32,106761,0,504
5,5,4294967291,00:34:8e:5b:75:70,00:d5:a1:84:4a:ce,ff:ff:ff:ff:ff:ff,00:5b:8b:2f:88:82,10.0.0.93,10.0.0.120,2,1172,1,4,38,127583,0,690
1,7,4294967291,00:11:0b:b2:a3:b1,00:d3:6e:20:66:74,ff:ff:ff:ff:ff:ff,00:ad:e1:07:36:64,10.0.0.12,10.0.0.120,2,1561,2,6,37,250919,0,591
3,2,4294967291,00:0c:6e:cf:56:77,00:94:90:94:3d:e2,ff:ff:ff:ff:ff:ff,00:f2:37:0f:1a:f8,10.0.0.222,10.0.0.120,2,1787,1,3,23,239852,0,957
9,9,4294967291,00:e9:6f:8f:39:b5,00:a2:3d:63:55:7a,ff:ff:ff:ff:ff:ff,00:26:6d:ca:a0:2d,10.0.0.208,10.0.0.42,2,1570,2,1,11,161177,1,736
2,10,4294967291,00:b2:14:b7:fa:00,00:01:99:9a:98:d8,ff:ff:ff:ff:ff:ff,00:23:e1:41:c3:86,10.0.0.70,10.0.0.120,1,1024,0,6,82,219407,0,1046
3,4,4294967291,00:93:ce:5f:61:80,00:5f:d7:eb:78:32,ff:ff:ff:ff:ff:ff,00:15:b2:65:90:9b,10.0.0.237,10.0.0.120,2,1331,0,9,99,139244,0,1066
6,5,4294967291,00:11:ac:82:5e:0d,00:67:f7:5e:a0:09,ff:ff:ff:ff:ff:ff,00:d2:25:e9:7f:1f,10.0.0.125,10.0.0.120,2,1731,1,2,30,152198,0,540
4,8,4294967291,00:55:ed:8a:4d:a2,00:16:18:47:dc:00,ff:ff:ff:ff:ff:ff,00:d6:5c:18:bc:c6,10.0.0.211,10.0.0.120,2,1170,0,6,5,157604,0,1052
8,6,4294967291,00:bf:e9:38:b7:d4,00:9e:5d:5a:af:b2,ff:ff:ff:ff:ff:ff,00:ad:fb:a1:33:81,10.0.0.236,10.0.0.9,1,1219,2,9,79,118353,1,516
2,8,4294967291,00:c9:2b:d2:23:99,00:e4:de:a9:7d:ae,ff:ff:ff:ff:ff:ff,00:3d:fb:48:b1:6d,10.0.0.51,10.0.0.120,1,1132,1,10,64,268640,0,959
9,3,4294967291,00:98:05:14:6a:8f,00:00:d0:d3:ab:1c,ff:ff:ff:ff:ff:ff,00:eb:fa:99:9c:fd,10.0.0.165,10.0.0.120,2,1729,0,0,42,216312,0,1039
9,10,4294967291,00:db:92:15:09:e8,00:36:08:c5:f3:44,ff:ff:ff:ff:ff:ff,00:a8:48:e9:d9:92,10.0.0.243,10.0.0.120,1,1994,0,7,75,120208,0,1375
8,6,4294967291,00:ad:8e:05:43:47,00:66:56:44:50:5d,ff:ff:ff:ff:ff:ff,00:d6:05:73:89:00,10.0.0.122,10.0.0.120,1,1690,2,5,74,298445,0,1140
6,5,4294967291,00:e8:69:61:83:18,00:b9:d1:8f:40:86,ff:ff:ff:ff:ff:ff,00:36:c4:b1:3b:29,10.0.0.102,10.0.0.129,2,1116,0,7,49,121008,1,959
2,4,4294967291,00:f0:16:dd:ff:c0,00:46:9d:a1:f4:ed,ff:ff:ff:ff:ff:ff,00:7d:c2:4c:da:ad,10.0.0.118,10.0.0.120,1,1588,1,2,78,156147,0,1370
10,5,4294967291,00:16:71:4c:9d:a7,00:82:05:5c:3c:dc,ff:ff:ff:ff:ff:ff,00:ea:0f:69:67:f7,10.0.0.5,10.0.0.120,2,1950,0,9,95,110364,0,1277
4,3,4294967291,00:86:fd:54:31:3c,00:3f:97:e6:49:a3,ff:ff:ff:ff:ff:ff,00:41:ab:88:98:d1,10.0.0.193,10.0.0.120,1,1369,2,4,14,235777,0,984
10,3,4294967291,00:e1:03:b8:aa:87,00:e9:de:f5:78:92,ff:ff:ff:ff:ff:ff,00:60:37:cb:f4:59,10.0.0.104,10.0.0.120,2,1269,0,2,48,146504,0,1392
2,9,4294967291,00:73:d6:da:f8:b2,00:5f:5c:89:a3:ef,ff:ff:ff:ff:ff:ff,00:e1:ee:35:b1:86,10.0.0.160,10.0.0.225,1,1226,2,8,18,269768,1,1163
