switch,inport,outport,src[eth],src_mac_addr(arp),dst[eth],dst_mac_addr(arp),src[arp],dst[arp],opcode,packet_in_count,Protocol,Pkt loss,rtt (avg),total_time,label,pkt_size
8,2,4294967291,00:00:00:ec:e7:72,00:00:00:f8:ae:8a,ff:ff:ff:ff:ff:ff,00:00:00:0a:f0:1d,10.0.0.56,10.0.0.12,1,1733,2,8,62,168462,1,649
4,3,4294967291,00:00:00:06:6d:06,00:00:00:8a:13:cc,ff:ff:ff:ff:ff:ff,00:00:00:22:84:57,10.0.0.147,10.0.0.12,1,1734,1,6,78,292755,1,907
5,5,4294967291,00:00:00:23:50:d7,00:00:00:f6:f4:dd,ff:ff:ff:ff:ff:ff,00:00:00:f4:53:b0,10.0.0.77,10.0.0.12,1,1735,2,3,3,266256,1,831
7,5,4294967291,00:00:00:3b:91:6c,00:00:00:ac:b9:1c,ff:ff:ff:ff:ff:ff,00:00:00:8e:27:e7,10.0.0.133,10.0.0.12,1,1736,2,5,3,366872,1,862
6,2,4294967291,00:00:00:ae:bb:c3,00:00:00:f9:63:9c,ff:ff:ff:ff:ff:ff,00:00:00:d6:aa:fa,10.0.0.86,10.0.0.12,2,1737,1,1,31,244659,1,927
3,9,4294967291,00:00:00:ac:e1:7c,00:00:00:53:38:d9,ff:ff:ff:ff:ff:ff,00:00:00:f7:53:0d,10.0.0.133,10.0.0.12,1,1738,1,0,25,182646,1,1267
5,1,4294967291,00:00:00:58:03:59,00:00:00:71:9b:77,ff:ff:ff:ff:ff:ff,00:00:00:2d:d0:41,10.0.0.249,10.0.0.12,2,1739,1,1,74,314216,1,1110
1,2,4294967291,00:00:00:e7:26:3e,00:00:00:19:f8:08,ff:ff:ff:ff:ff:ff,00:00:00:19:8f:97,10.0.0.9,10.0.0.12,1,1740,1,9,78,117568,1,1476
3,4,4294967291,00:00:00:48:98:9b,00:00:00:2f:48:af,ff:ff:ff:ff:ff:ff,00:00:00:e0:01:09,10.0.0.45,10.0.0.12,1,1741,1,8,26,311712,1,1007
2,5,4294967291,00:00:00:55:0f:54,00:00:00:36:d6:d5,ff:ff:ff:ff:ff:ff,00:00:00:70:48:59,10.0.0.251,10.0.0.12,2,1742,2,8,23,183489,1,506
2,6,4294967291,00:00:00:a3:10:bf,00:00:00:15:a6:9d,ff:ff:ff:ff:ff:ff,00:00:00:94:7f:70,10.0.0.228,10.0.0.12,2,1743,2,3,22,362339,1,519
7,6,4294967291,00:00:00:9d:77:73,00:00:00:1f:a3:4c,ff:ff:ff:ff:ff:ff,00:00:00:37:0d:fc,10.0.0.155,10.0.0.12,2,1744,2,6,43,183866,1,959
3,9,4294967291,00:00:00:0d:96:3c,00:00:00:f1:0a:ec,ff:ff:ff:ff:ff:ff,00:00:00:ba:8c:13,10.0.0.201,10.0.0.12,1,1745,0,0,56,323031,1,1125
6,1,4294967291,00:00:00:4a:24:b9,00:00:00:38:c0:93,ff:ff:ff:ff:ff:ff,00:00:00:c1:45:36,10.0.0.246,10.0.0.12,2,1746,0,2,13,395134,1,1229
4,8,4294967291,00:00:00:ea:b4:25,00:00:00:e2:3f:c4,ff:ff:ff:ff:ff:ff,00:00:00:c0:ec:b9,10.0.0.190,10.0.0.12,1,1747,0,7,42,293477,1,708
8,3,4294967291,00:00:00:35:a6:f4,00:00:00:cb:51:cf,ff:ff:ff:ff:ff:ff,00:00:00:0e:c4:e2,10.0.0.11,10.0.0.12,2,1748,2,8,35,378724,1,938
6,6,4294967291,00:00:00:d2:52:d1,00:00:00:6c:48:fb,ff:ff:ff:ff:ff:ff,00:00:00:07:f0:92,10.0.0.164,10.0.0.12,1,1749,0,1,54,100231,1,818
7,3,4294967291,00:00:00:95:80:71,00:00:00:00:7a:85,ff:ff:ff:ff:ff:ff,00:00:00:41:bd:07,10.0.0.147,10.0.0.12,2,1750,2,9,17,335361,1,1360
9,5,4294967291,00:00:00:8a:91:ae,00:00:00:2b:f4:28,ff:ff:ff:ff:ff:ff,00:00:00:04:85:d9,10.0.0.247,10.0.0.12,2,1751,0,4,4,254848,1,704
5,8,4294967291,00:00:00:80:e6:4b,00:00:00:8e:43:6d,ff:ff:ff:ff:ff:ff,00:00:00:27:64:5c,10.0.0.31,10.0.0.12,2,1752,1,9,77,184020,1,1076
7,8,4294967291,00:00:00:2a:9c:da,00:00:00:52:8c:46,ff:ff:ff:ff:ff:ff,00:00:00:6a:f4:22,10.0.0.131,10.0.0.12,1,1753,0,8,41,388992,1,1240
9,6,4294967291,00:00:00:8a:a1:c1,00:00:00:f4:06:d4,ff:ff:ff:ff:ff:ff,00:00:00:a4:53:7a,10.0.0.205,10.0.0.12,2,1754,2,7,56,381960,1,1297
7,5,4294967291,00:00:00:86:06:d7,00:00:00:f9:11:08,ff:ff:ff:ff:ff:ff,00:00:00:ae:52:cd,10.0.0.81,10.0.0.12,1,1755,2,0,50,191019,1,1080
3,4,4294967291,00:00:00:98:ea:3f,00:00:00:cb:66:2d,ff:ff:ff:ff:ff:ff,00:00:00:39:a5:d8,10.0.0.142,10.0.0.12,1,1756,2,8,28,236364,1,1115
1,2,4294967291,00:00:00:0a:39:af,00:00:00:8b:06:e9,ff:ff:ff:ff:ff:ff,00:00:00:42:6b:b3,10.0.0.239,10.0.0.12,1,1757,0,6,17,117434,1,1359
6,7,4294967291,00:00:00:8e:dd:c8,00:00:00:e8:03:c4,ff:ff:ff:ff:ff:ff,00:00:00:40:44:06,10.0.0.46,10.0.0.12,1,1758,1,9,67,164031,1,1258
6,1,4294967291,00:00:00:ba:68:14,00:00:00:77:4c:be,ff:ff:ff:ff:ff:ff,00:00:00:ef:26:3e,10.0.0.106,10.0.0.12,2,1759,1,7,35,109807,1,1328
2,9,4294967291,00:00:00:63:58:d6,00:00:00:52:f5:ee,ff:ff:ff:ff:ff:ff,00:00:00:40:f0:ae,10.0.0.12,10.0.0.12,1,1760,2,9,21,131703,1,1141
2,3,4294967291,00:00:00:aa:44:63,00:00:00:14:24:30,ff:ff:ff:ff:ff:ff,00:00:00:9b:5a:8b,10.0.0.222,10.0.0.12,1,1761,2,0,8,258774,1,834
6,3,4294967291,00:00:00:e2:17:61,00:00:00:2b:cb:19,ff:ff:ff:ff:ff:ff,00:00:00:26:7e:fe,10.0.0.51,10.0.0.12,2,1762,2,3,78,224744,1,800
8,9,4294967291,00:00:00:ad:2d:22,00:00:00:77:dd:43,ff:ff:ff:ff:ff:ff,00:00:00:15:71:a4,10.0.0.147,10.0.0.12,1,1763,2,6,76,122215,1,1361
5,5,4294967291,00:00:00:d8:a9:e5,00:00:00:44:2c:e8,ff:ff:ff:ff:ff:ff,00:00:00:73:2c:9f,10.0.0.14,10.0.0.12,2,1764,2,0,34,137954,1,1374
2,3,4294967291,00:00:00:83:da:6f,00:00:00:e0:51:1b,ff:ff:ff:ff:ff:ff,00:00:00:3c:21:0a,10.0.0.205,10.0.0.12,1,1765,2,8,40,318932,1,891
4,9,4294967291,00:00:00:c6:49:89,00:00:00:61:54:bf,ff:ff:ff:ff:ff:ff,00:00:00:0f:a3:32,10.0.0.124,10.0.0.12,1,1766,1,9,13,140027,1,1010
4,4,4294967291,00:00:00:f2:aa:89,00:00:00:bc:ac:06,ff:ff:ff:ff:ff:ff,00:00:00:b2:a4:c6,10.0.0.26,10.0.0.12,2,1767,0,9,76,319849,1,1358
2,7,4294967291,00:00:00:57:bc:c1,00:00:00:58:a5:f0,ff:ff:ff:ff:ff:ff,00:00:00:bd:3f:79,10.0.0.148,10.0.0.12,1,1768,1,7,37,119119,1,1413
7,1,4294967291,00:00:00:44:14:43,00:00:00:e6:04:dc,ff:ff:ff:ff:ff:ff,00:00:00:c1:a3:26,10.0.0.49,10.0.0.12,2,1769,1,5,29,210770,1,577
1,6,4294967291,00:00:00:b9:b0:c6,00:00:00:31:ec:8b,ff:ff:ff:ff:ff:ff,00:00:00:76:e5:77,10.0.0.51,10.0.0.12,1,1770,2,7,78,361497,1,1263
7,1,4294967291,00:00:00:2d:4c:f0,00:00:00:9f:ee:a2,ff:ff:ff:ff:ff:ff,00:00:00:a8:70:80,10.0.0.65,10.0.0.12,2,1771,1,9,9,354858,1,668
4,2,4294967291,00:00:00:71:e9:db,00:00:00:83:6b:f1,ff:ff:ff:ff:ff:ff,00:00:00:f9:5e:3e,10.0.0.144,10.0.0.12,2,1772,0,5,96,399836,1,654
5,2,4294967291,00:00:00:99:b7:3f,00:00:00:30:29:53,ff:ff:ff:ff:ff:ff,00:00:00:15:95:09,10.0.0.73,10.0.0.12,2,1773,1,7,63,125389,1,814
9,4,4294967291,00:00:00:35:75:05,00:00:00:20:ae:c1,ff:ff:ff:ff:ff:ff,00:00:00:4c:8a:11,10.0.0.193,10.0.0.12,2,1774,2,7,74,264437,1,763
7,6,4294967291,00:00:00:eb:52:7b,00:00:00:aa:34:3e,ff:ff:ff:ff:ff:ff,00:00:00:fa:bc:b6,10.0.0.189,10.0.0.12,1,1775,1,5,5,139618,1,753
3,4,4294967291,00:00:00:c0:cd:d2,00:00:00:d2:b1:32,ff:ff:ff:ff:ff:ff,00:00:00:b1:fb:95,10.0.0.30,10.0.0.12,1,1776,1,7,76,376347,1,1422
9,7,4294967291,00:00:00:21:14:74,00:00:00:23:96:37,ff:ff:ff:ff:ff:ff,00:00:00:b8:7e:97,10.0.0.19,10.0.0.12,2,1777,2,1,34,132242,1,875
8,4,4294967291,00:00:00:0d:f5:02,00:00:00:0e:c0:7d,ff:ff:ff:ff:ff:ff,00:00:00:68:46:16,10.0.0.108,10.0.0.12,2,1778,2,0,17,349621,1,1297
4,7,4294967291,00:00:00:75:ee:dd,00:00:00:1c:99:5e,ff:ff:ff:ff:ff:ff,00:00:00:23:1c:12,10.0.0.218,10.0.0.12,1,1779,1,6,3,358610,1,505
9,4,4294967291,00:00:00:e6:7e:29,00:00:00:e2:92:ef,ff:ff:ff:ff:ff:ff,00:00:00:2a:d0:fd,10.0.0.42,10.0.0.12,1,1780,2,2,57,151859,1,1237
4,7,4294967291,00:00:00:38:1e:c4,00:00:00:08:92:c4,ff:ff:ff:ff:ff:ff,00:00:00:ab:af:b0,10.0.0.194,10.0.0.12,1,1781,0,7,71,250843,1,1318
1,1,4294967291,00:00:00:32:72:58,00:00:00:13:66:1a,ff:ff:ff:ff:ff:ff,00:00:00:77:b8:7c,10.0.0.84,10.0.0.12,1,1782,0,7,45,374387,1,1125
5,6,4294967291,00:00:00:90:0f:58,00:00:00:f4:1d:5d,ff:ff:ff:ff:ff:ff,00:00:00:b6:1a:dd,10.0.0.50,10.0.0.12,1,1783,0,4,4,345312,1,639
7,5,4294967291,00:00:00:25:bf:7a,00:00:00:e4:4e:d8,ff:ff:ff:ff:ff:ff,00:00:00:63:0a:bc,10.0.0.99,10.0.0.12,1,1784,0,5,83,298738,1,906
6,3,4294967291,00:00:00:98:11:c6,00:00:00:ad:47:26,ff:ff:ff:ff:ff:ff,00:00:00:44:ab:9b,10.0.0.89,10.0.0.12,2,1785,1,9,72,194770,1,583
3,4,4294967291,00:00:00:f0:97:87,00:00:00:0f:0c:91,ff:ff:ff:ff:ff:ff,00:00:00:c7:89:4a,10.0.0.246,10.0.0.12,2,1786,2,8,48,164253,1,564
1,7,4294967291,00:00:00:c6:5c:3a,00:00:00:c3:9a:7e,ff:ff:ff:ff:ff:ff,00:00:00:d7:d5:b8,10.0.0.212,10.0.0.12,2,1787,0,2,35,118659,1,506
2,4,4294967291,00:00:00:d6:a5:2f,00:00:00:68:28:9e,ff:ff:ff:ff:ff:ff,00:00:00:11:52:e8,10.0.0.57,10.0.0.12,1,1788,2,9,77,123321,1,636
1,5,4294967291,00:00:00:98:03:0f,00:00:00:4d:d2:8b,ff:ff:ff:ff:ff:ff,00:00:00:7a:7e:af,10.0.0.209,10.0.0.12,2,1789,2,8,71,335487,1,571
7,8,4294967291,00:00:00:c5:c9:d0,00:00:00:68:06:d2,ff:ff:ff:ff:ff:ff,00:00:00:74:96:19,10.0.0.244,10.0.0.12,1,1790,2,5,52,180486,1,646
9,2,4294967291,00:00:00:91:9f:a4,00:00:00:30:ea:87,ff:ff:ff:ff:ff:ff,00:00:00:3e:16:3b,10.0.0.16,10.0.0.12,2,1791,2,3,80,193792,1,1087
6,8,4294967291,00:00:00:97:59:59,00:00:00:41:a4:d5,ff:ff:ff:ff:ff:ff,00:00:00:8d:c8:c9,10.0.0.243,10.0.0.12,2,1792,1,2,59,261541,1,1247
1,8,4294967291,00:00:00:17:4c:42,00:00:00:ac:9b:7f,ff:ff:ff:ff:ff:ff,00:00:00:f9:bd:fd,10.0.0.77,10.0.0.12,2,1793,2,5,30,179322,1,1173
2,3,4294967291,00:00:00:cd:32:cf,00:00:00:43:24:67,ff:ff:ff:ff:ff:ff,00:00:00:fc:c9:9c,10.0.0.236,10.0.0.12,2,1794,1,5,7,175327,1,746
3,4,4294967291,00:00:00:95:72:b2,00:00:00:58:c1:ec,ff:ff:ff:ff:ff:ff,00:00:00:48:14:a5,10.0.0.199,10.0.0.12,1,1795,1,4,12,226411,1,717
2,8,4294967291,00:00:00:3f:60:b9,00:00:00:ec:09:c6,ff:ff:ff:ff:ff:ff,00:00:00:f9:50:87,10.0.0.183,10.0.0.12,1,1796,2,3,92,201056,1,658
4,4,4294967291,00:00:00:12:09:99,00:00:00:95:de:d5,ff:ff:ff:ff:ff:ff,00:00:00:bd:47:44,10.0.0.185,10.0.0.12,2,1797,2,5,47,192541,1,1099
1,4,4294967291,00:00:00:cf:ac:2f,00:00:00:2c:7c:fe,ff:ff:ff:ff:ff:ff,00:00:00:60:9f:98,10.0.0.22,10.0.0.12,1,1798,1,0,26,154243,1,936
7,7,4294967291,00:00:00:53:06:c4,00:00:00:3f:19:06,ff:ff:ff:ff:ff:ff,00:00:00:32:81:c3,10.0.0.181,10.0.0.12,1,1799,0,7,13,393000,1,830
7,9,4294967291,00:00:00:51:01:c2,00:00:00:98:14:4a,ff:ff:ff:ff:ff:ff,00:00:00:db:44:16,10.0.0.161,10.0.0.12,1,1800,0,2,54,141756,1,1270
5,1,4294967291,00:00:00:29:a5:ca,00:00:00:eb:a5:17,ff:ff:ff:ff:ff:ff,00:00:00:66:08:7e,10.0.0.101,10.0.0.12,1,1801,0,3,30,268130,1,813
6,9,4294967291,00:00:00:b5:ce:4a,00:00:00:82:a1:48,ff:ff:ff:ff:ff:ff,00:00:00:f5:68:62,10.0.0.191,10.0.0.12,2,1802,2,8,51,232805,1,584
5,3,4294967291,00:00:00:ea:37:75,00:00:00:94:96:46,ff:ff:ff:ff:ff:ff,00:00:00:a0:86:c9,10.0.0.18,10.0.0.12,2,1803,0,8,47,256625,1,1002
5,1,4294967291,00:00:00:0e:e5:19,00:00:00:49:b1:3c,ff:ff:ff:ff:ff:ff,00:00:00:f3:3d:2b,10.0.0.148,10.0.0.12,2,1804,1,4,9,156957,1,1314
5,5,4294967291,00:00:00:52:c4:7a,00:00:00:09:79:41,ff:ff:ff:ff:ff:ff,00:00:00:0f:de:a3,10.0.0.227,10.0.0.12,2,1805,0,8,86,254572,1,558
8,7,4294967291,00:00:00:8a:ad:21,00:00:00:d0:5d:fe,ff:ff:ff:ff:ff:ff,00:00:00:48:8e:69,10.0.0.190,10.0.0.12,1,1806,0,5,99,376922,1,1426
8,8,4294967291,00:00:00:13:f9:76,00:00:00:a7:8f:e8,ff:ff:ff:ff:ff:ff,00:00:00:7c:ab:75,10.0.0.206,10.0.0.12,2,1807,0,6,17,169722,1,1427
1,8,4294967291,00:00:00:79:97:f1,00:00:00:1e:71:fd,ff:ff:ff:ff:ff:ff,00:00:00:f5:39:40,10.0.0.35,10.0.0.12,2,1808,1,7,9,391658,1,1249
8,2,4294967291,00:00:00:48:d1:30,00:00:00:af:7c:b9,ff:ff:ff:ff:ff:ff,00:00:00:97:d7:39,10.0.0.250,10.0.0.12,1,1809,2,9,36,259158,1,755
5,7,4294967291,00:00:00:66:c8:d2,00:00:00:62:13:f6,ff:ff:ff:ff:ff:ff,00:00:00:c3:40:b2,10.0.0.126,10.0.0.12,2,1810,2,6,69,250532,1,593
6,2,4294967291,00:00:00:ad:53:9d,00:00:00:08:09:94,ff:ff:ff:ff:ff:ff,00:00:00:55:32:d4,10.0.0.54,10.0.0.12,1,1811,2,5,50,389303,1,1284
8,2,4294967291,00:00:00:44:05:4d,00:00:00:72:c5:92,ff:ff:ff:ff:ff:ff,00:00:00:72:13:e2,10.0.0.183,10.0.0.12,2,1812,2,3,57,168667,1,907
3,3,4294967291,00:00:00:99:5f:de,00:00:00:4f:51:48,ff:ff:ff:ff:ff:ff,00:00:00:b9:8b:b1,10.0.0.3,10.0.0.12,2,1813,1,5,29,236212,1,1199
3,9,4294967291,00:00:00:f9:2a:cb,00:00:00:c9:ae:ce,ff:ff:ff:ff:ff:ff,00:00:00:b3:d8:5e,10.0.0.31,10.0.0.12,1,1814,1,6,43,324488,1,858
9,2,4294967291,00:00:00:0d:15:9f,00:00:00:24:34:dc,ff:ff:ff:ff:ff:ff,00:00:00:e3:98:ed,10.0.0.63,10.0.0.12,2,1815,1,6,65,320382,1,1385
2,6,4294967291,00:00:00:ed:96:6d,00:00:00:c3:14:92,ff:ff:ff:ff:ff:ff,00:00:00:c4:48:08,10.0.0.39,10.0.0.12,1,1816,0,7,14,251671,1,1181
2,6,4294967291,00:00:00:6e:59:64,00:00:00:3c:35:ba,ff:ff:ff:ff:ff:ff,00:00:00:62:c3:9c,10.0.0.71,10.0.0.12,2,1817,2,0,88,365395,1,565
8,5,4294967291,00:00:00:94:3a:f8,00:00:00:a2:2d:60,ff:ff:ff:ff:ff:ff,00:00:00:2f:e8:98,10.0.0.193,10.0.0.12,1,1818,1,3,14,147268,1,1126
2,7,4294967291,00:00:00:48:33:e2,00:00:00:85:88:ba,ff:ff:ff:ff:ff:ff,00:00:00:a4:bd:ce,10.0.0.35,10.0.0.12,2,1819,0,3,51,302323,1,597
6,4,4294967291,00:00:00:cf:a0:4f,00:00:00:c0:6d:04,ff:ff:ff:ff:ff:ff,00:00:00:00:b4:5d,10.0.0.181,10.0.0.12,2,1820,1,2,19,392140,1,887
1,5,4294967291,00:00:00:bb:e4:18,00:00:00:b1:cd:a1,ff:ff:ff:ff:ff:ff,00:00:00:38:fa:12,10.0.0.194,10.0.0.12,2,1821,1,8,62,133972,1,895
9,4,4294967291,00:00:00:f0:16:e9,00:00:00:bd:a8:54,ff:ff:ff:ff:ff:ff,00:00:00:09:11:b1,10.0.0.54,10.0.0.12,1,1822,2,0,83,302099,1,1290
9,9,4294967291,00:00:00:72:d7:28,00:00:00:2d:6b:f2,ff:ff:ff:ff:ff:ff,00:00:00:de:d0:ba,10.0.0.12,10.0.0.12,2,1823,2,6,8,282882,1,1141
2,7,4294967291,00:00:00:e8:3d:a5,00:00:00:12:7c:5f,ff:ff:ff:ff:ff:ff,00:00:00:27:c3:02,10.0.0.95,10.0.0.12,2,1824,1,4,87,113078,1,533
6,6,4294967291,00:00:00:2a:b5:a8,00:00:00:99:b9:8c,ff:ff:ff:ff:ff:ff,00:00:00:bc:39:a0,10.0.0.62,10.0.0.12,2,1825,0,2,6,149410,1,976
9,5,4294967291,00:00:00:1c:38:77,00:00:00:27:b5:98,ff:ff:ff:ff:ff:ff,00:00:00:ac:51:98,10.0.0.129,10.0.0.12,1,1826,0,4,15,371673,1,1147
5,1,4294967291,00:00:00:0d:f3:09,00:00:00:90:8b:fa,ff:ff:ff:ff:ff:ff,00:00:00:f9:e2:80,10.0.0.164,10.0.0.12,1,1827,2,0,93,273113,1,727
1,2,4294967291,00:00:00:7c:96:c1,00:00:00:66:20:91,ff:ff:ff:ff:ff:ff,00:00:00:8c:6a:24,10.0.0.214,10.0.0.12,1,1828,1,1,0,396056,1,1010
5,6,4294967291,00:00:00:d9:4c:aa,00:00:00:36:41:75,ff:ff:ff:ff:ff:ff,00:00:00:82:a6:27,10.0.0.195,10.0.0.12,1,1829,1,0,13,323143,1,643
8,8,4294967291,00:00:00:23:3b:be,00:00:00:2c:10:b3,ff:ff:ff:ff:ff:ff,00:00:00:01:04:a9,10.0.0.86,10.0.0.12,1,1830,0,3,2,160275,1,1083
9,8,4294967291,00:00:00:fc:fa:c3,00:00:00:b0:69:5a,ff:ff:ff:ff:ff:ff,00:00:00:8b:14:ec,10.0.0.212,10.0.0.12,1,1831,1,8,61,308896,1,840
3,3,4294967291,00:00:00:58:63:f3,00:00:00:57:c8:85,ff:ff:ff:ff:ff:ff,00:00:00:ac:8c:fa,10.0.0.47,10.0.0.12,2,1832,0,1,12,315684,1,1394
4,4,4294967291,00:00:00:e9:b4:0b,00:00:00:f9:c8:d0,ff:ff:ff:ff:ff:ff,00:00:00:2f:f2:f0,10.0.0.54,10.0.0.12,1,1833,1,2,65,365183,1,1127
2,2,4294967291,00:00:00:0a:ab:c2,00:00:00:0a:77:c3,ff:ff:ff:ff:ff:ff,00:00:00:b7:f0:54,10.0.0.116,10.0.0.12,2,1834,1,4,80,309205,1,1187
7,2,4294967291,00:00:00:b9:c0:c4,00:00:00:b7:2b:6e,ff:ff:ff:ff:ff:ff,00:00:00:81:06:78,10.0.0.123,10.0.0.12,2,1835,1,8,42,169638,1,916
7,2,4294967291,00:00:00:15:69:b5,00:00:00:1c:ad:4a,ff:ff:ff:ff:ff:ff,00:00:00:28:f4:89,10.0.0.39,10.0.0.12,1,1836,1,5,21,203361,1,1328
4,6,4294967291,00:00:00:c2:e1:e3,00:00:00:20:fa:4e,ff:ff:ff:ff:ff:ff,00:00:00:7c:f7:14,10.0.0.25,10.0.0.12,2,1837,0,5,5,352344,1,602
1,7,4294967291,00:00:00:4f:af:20,00:00:00:3a:e6:85,ff:ff:ff:ff:ff:ff,00:00:00:c4:c4:f9,10.0.0.229,10.0.0.12,2,1838,0,5,0,244471,1,619
4,3,4294967291,00:00:00:eb:4f:b0,00:00:00:01:5d:f6,ff:ff:ff:ff:ff:ff,00:00:00:ba:75:ac,10.0.0.136,10.0.0.12,1,1839,0,1,94,186827,1,671
7,6,4294967291,00:00:00:83:8b:fa,00:00:00:26:7b:03,ff:ff:ff:ff:ff:ff,00:00:00:c5:a8:f8,10.0.0.219,10.0.0.12,1,1840,0,2,83,116319,1,1212
